"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.225205354E1,-2.761666448E-2,-1.028416512E-2,1.045131326E-2,3.126778147E-2
1.226206354E1,-3.329787402E-2,-1.228212673E-2,2.048338115E-2,4.097765190E-2
1.227207354E1,-3.460941363E-2,-9.677900216E-3,1.749194562E-2,3.996800503E-2
1.228208254E1,-2.994282391E-2,-6.794428043E-3,8.360933661E-3,3.182203903E-2
1.229209254E1,-2.518047689E-2,-1.255335074E-2,1.360179305E-2,3.125142886E-2
1.230210254E1,-3.125869411E-2,-9.315400254E-3,9.412847757E-3,3.394825978E-2
1.231211254E1,-2.544499031E-2,-6.119234520E-3,1.869471788E-2,3.216185691E-2
1.232212254E1,-2.506712314E-2,-1.803361250E-2,1.540390491E-2,3.450872540E-2
1.233213254E1,-2.193972157E-2,-1.756097931E-2,1.525363147E-2,3.197518804E-2
1.234214254E1,-1.878939710E-2,-8.303708606E-3,2.648145497E-2,3.351507835E-2
1.235215254E1,-1.946321561E-2,-9.749743310E-3,2.499041498E-2,3.314204425E-2
1.236216254E1,-2.034042587E-2,-1.016103098E-2,1.960512936E-2,3.002233456E-2
1.237217154E1,-2.636467511E-2,-1.543683662E-2,1.676162839E-2,3.484744187E-2
1.238218154E1,-2.425332776E-2,-1.819796951E-2,1.825910032E-2,3.539469941E-2
1.239219154E1,-2.415818260E-2,-1.696057077E-2,9.578908682E-3,3.103279296E-2
1.240220154E1,-1.852583385E-2,-1.406313380E-2,2.454661131E-2,3.381588944E-2
1.241221154E1,-2.295807813E-2,-1.748471426E-2,2.005770385E-2,3.514399050E-2
1.242222154E1,-2.566445276E-2,-1.722505221E-2,8.681945801E-3,3.210518248E-2
1.243223175E1,-2.487885193E-2,-1.364807742E-2,7.634124756E-3,2.938549219E-2
1.244224175E1,-2.844869586E-2,-1.186127795E-2,1.541735351E-2,3.446321227E-2
1.245225175E1,-2.184041027E-2,-9.801641917E-3,9.880040288E-3,2.589770069E-2
1.246226075E1,-2.503619685E-2,-1.159863290E-2,1.751650393E-2,3.268282955E-2
1.247227075E1,-1.979265139E-2,-1.070241006E-2,1.751708865E-2,2.851559267E-2
1.248228075E1,-1.725961930E-2,-1.383887480E-2,1.661954105E-2,2.766980410E-2
1.249229075E1,-2.174910234E-2,-9.253830900E-3,2.635164678E-2,3.539867409E-2
1.250230075E1,-1.890847016E-2,-1.433443090E-2,1.902157724E-2,3.041096108E-2
1.251231075E1,-1.691995089E-2,-1.245470182E-2,2.007173717E-2,2.905647894E-2
1.252232075E1,-2.489082959E-2,-1.634844951E-3,2.037345350E-2,3.220719986E-2
1.253233075E1,-2.726040459E-2,-1.305003060E-2,1.543489516E-2,3.393624825E-2
1.254234075E1,-2.348980017E-2,-6.648873487E-3,7.803109288E-3,2.562941172E-2
1.255234975E1,-2.312483341E-2,-8.927953695E-3,1.019871354E-2,2.680447790E-2
1.256235975E1,-1.929610401E-2,-1.143328004E-2,8.852684498E-3,2.411285021E-2
1.257236975E1,-2.106347976E-2,-9.989300994E-3,2.861334980E-2,3.690772413E-2
1.258237975E1,-2.478985548E-2,-1.466007513E-2,1.229844868E-2,3.131623505E-2
1.259238975E1,-2.032776299E-2,-8.379599070E-3,1.918529928E-2,2.918066718E-2
1.260239975E1,-1.521556975E-2,-1.400020314E-2,1.873857200E-2,2.790436044E-2
1.261240975E1,-2.289778786E-2,-1.181714518E-2,1.903970361E-2,3.203847566E-2
1.262241975E1,-1.886158280E-2,-4.471032335E-3,1.021157742E-2,2.190948993E-2
1.263242875E1,-1.413007985E-2,-1.195777528E-2,1.036360502E-2,2.121442564E-2
1.264243875E1,-2.025274504E-2,-1.142781198E-2,1.156228423E-2,2.597027117E-2
1.265244875E1,-2.405596596E-2,-6.022417420E-3,2.129614413E-2,3.268768521E-2
1.266245875E1,-2.270900502E-2,-7.118126247E-3,1.606113195E-2,2.871108827E-2
1.267246875E1,-1.499957909E-2,-4.945867360E-3,1.801000893E-2,2.395431899E-2
1.268247875E1,-1.873275219E-2,-8.167007100E-3,1.561498940E-2,2.571855174E-2
1.269248875E1,-1.625999210E-2,-7.619228060E-3,1.890931070E-2,2.607684817E-2
1.270249875E1,-1.850606295E-2,-6.554874927E-3,2.280414104E-2,3.009102192E-2
1.271250875E1,-1.886764929E-2,-1.010547786E-2,1.816379070E-2,2.807191061E-2
1.272251775E1,-1.666194250E-2,-4.767618645E-3,1.906250775E-2,2.576295241E-2
1.273252775E1,-1.332163833E-2,-1.149233691E-2,8.287258744E-3,1.944784083E-2
1.274253775E1,-1.662382596E-2,-5.955293211E-3,6.641852260E-3,1.886614185E-2
1.275254775E1,-1.763374974E-2,-7.915065195E-3,1.218267381E-2,2.284764601E-2
1.276255775E1,-1.665187432E-2,-6.978802630E-3,2.236618459E-2,2.874430062E-2
1.277256775E1,-9.956985991E-3,-7.572185383E-3,1.712941825E-2,2.121076451E-2
1.278257775E1,-1.076740094E-2,-3.899695412E-3,1.907829523E-2,2.225142459E-2
1.279258775E1,-1.942099689E-2,-2.303770990E-3,2.401977718E-2,3.097470220E-2
1.280259775E1,-8.771928968E-3,-9.853937952E-3,1.120326519E-3,1.324016475E-2
1.281260675E1,-1.823213004E-2,-9.756563539E-3,2.507227600E-2,3.249954033E-2
1.282261675E1,-1.296266497E-2,-4.790130425E-3,7.859242558E-3,1.589791578E-2
1.283262675E1,-1.850164100E-2,-6.148374667E-3,2.657208681E-2,3.295738200E-2
1.284263675E1,-1.923397735E-2,-8.991455371E-3,1.893913150E-2,2.845141220E-2
1.285264675E1,-1.337029813E-2,-7.509081136E-3,6.216174960E-3,1.654666138E-2
1.286265675E1,-2.291606041E-2,-8.463566001E-3,2.597742498E-2,3.565956229E-2
1.287266675E1,-1.752832627E-2,-1.023221169E-2,2.493252754E-2,3.214920384E-2
1.288267675E1,-1.555895663E-2,-1.747154889E-2,-1.410348415E-3,2.343768834E-2
1.289268575E1,-1.496306140E-2,-1.114423115E-2,4.439615428E-2,4.815709304E-2
1.290269575E1,-1.232173705E-2,-1.238107258E-2,-6.198048592E-3,1.853461541E-2
1.291270575E1,-1.343145635E-2,2.424812922E-4,2.374144971E-2,2.727854929E-2
1.292271575E1,-1.101610861E-2,-5.317435074E-3,3.332328200E-2,3.549747721E-2
1.293272575E1,-9.426945029E-3,-1.981607680E-3,-3.553352952E-2,3.681610764E-2
1.294273575E1,-1.525530341E-2,-4.675625497E-3,6.341188431E-2,6.538847626E-2
1.295274575E1,-8.340276545E-3,-1.220616317E-2,1.745920122E-2,2.287737615E-2
1.296275575E1,-1.408949652E-2,-9.045989793E-3,-7.836438417E-3,1.848657920E-2
1.297276575E1,-2.051523934E-2,-8.507607412E-3,5.383472979E-2,5.823600742E-2
1.298277575E1,-1.621431073E-2,-7.638825369E-3,9.078971744E-3,2.009187033E-2
1.299278475E1,-1.262244838E-2,-3.856019452E-3,1.117695272E-2,1.729506754E-2
1.300279475E1,-5.566247804E-3,-1.008563844E-2,4.890611172E-3,1.251484299E-2
1.301280475E1,-1.425161057E-2,-5.546577405E-3,2.180426717E-2,2.663266775E-2
1.302281475E1,-1.297484362E-2,5.878918525E-4,2.015710652E-2,2.397918112E-2
1.303282475E1,-4.511620235E-3,-9.322138256E-3,9.975349903E-4,1.040442477E-2
1.304283475E1,-1.696771533E-2,-4.867587760E-3,4.066387653E-2,4.432998566E-2
1.305284475E1,-1.890769358E-2,-6.315783192E-3,1.371990681E-2,2.419970737E-2
1.306285475E1,-1.278680996E-2,4.523095395E-4,2.240243733E-2,2.579876530E-2
1.307286375E1,-8.258269345E-3,-9.270938574E-3,2.435248375E-2,2.733482722E-2
1.308287375E1,-1.301006396E-2,-1.115060827E-2,1.612077355E-2,2.352609549E-2
1.309288375E1,-1.334891011E-2,-4.094444239E-3,1.642365932E-2,2.155677296E-2
1.310289375E1,-1.658918121E-2,-3.954823692E-3,2.301171720E-2,2.864228853E-2
1.311290375E1,-1.421890271E-2,-5.874638180E-3,1.777495086E-2,2.350824209E-2
1.312291375E1,-8.850172022E-3,2.045109356E-4,2.151892304E-2,2.326867892E-2
1.313292375E1,-1.742891447E-2,-6.084831879E-3,1.987410128E-2,2.712512010E-2
1.314293375E1,-1.704943017E-2,-7.875934532E-3,2.331577241E-2,2.993891543E-2
1.315294375E1,-5.550314141E-3,-4.069346893E-3,1.553488255E-2,1.699111965E-2
1.316295275E1,-1.590500216E-2,-7.093293853E-3,4.159709215E-3,1.790494602E-2
1.317296275E1,-1.951815203E-2,-1.878824593E-3,1.718555152E-2,2.607357708E-2
1.318297275E1,-7.061965568E-3,-4.638198749E-3,2.048338115E-2,2.215746260E-2
1.319298275E1,-5.251603648E-3,-1.050725467E-2,4.653155744E-2,4.799132817E-2
1.320299275E1,-7.656782717E-3,-9.425940039E-4,-2.636451066E-2,2.747002416E-2
1.321300275E1,-1.990248769E-2,6.478632716E-3,5.656245589E-2,6.031080429E-2
1.322301275E1,-6.702681575E-3,2.192134853E-3,1.958875716E-2,2.081948132E-2
1.323302275E1,-1.062921479E-2,-6.608587084E-4,-9.601128101E-3,1.433870992E-2
1.324303275E1,-7.092224909E-3,-6.920599993E-3,5.311961532E-2,5.403598699E-2
1.325304175E1,-6.579378415E-3,-2.146508298E-3,-1.184412003E-2,1.371783137E-2
1.326305175E1,-1.333558942E-2,1.120111817E-3,3.096568465E-2,3.373375493E-2
1.327306175E1,-1.005742106E-2,1.091816775E-3,1.779132307E-2,2.046643493E-2
1.328307175E1,-3.702493496E-3,-1.837295657E-3,1.494782209E-2,1.550875555E-2
1.329308175E1,-9.197524041E-3,-1.213064273E-3,1.719666123E-2,1.953947622E-2
1.330309175E1,-6.095877634E-3,-5.663800375E-3,1.016129136E-2,1.313355249E-2
1.331310175E1,-1.769535564E-2,-1.284208442E-2,1.659849107E-2,2.745094988E-2
1.332311175E1,-2.529627004E-2,-1.278443453E-2,1.719841540E-2,3.315310749E-2
1.333312175E1,-1.724877454E-2,-9.029782042E-3,1.465195298E-2,2.436671732E-2
1.334313075E1,-8.209408550E-3,9.140979638E-4,2.468226671E-2,2.602775929E-2
1.335314075E1,-9.763616743E-3,-8.063812880E-3,1.914261460E-2,2.295197124E-2
1.336315075E1,-1.078205553E-2,-3.115442181E-3,1.075712264E-2,1.554588012E-2
1.337316075E1,-3.650389323E-3,-6.517845606E-3,7.764517665E-3,1.077475699E-2
1.338317075E1,-6.621012418E-3,-6.392537034E-3,1.734810412E-2,1.963820388E-2
1.339318075E1,-1.242781833E-2,4.398796381E-4,2.453491688E-2,2.750647758E-2
1.340319075E1,-1.322835697E-2,2.500095824E-4,1.211309195E-2,1.793819749E-2
1.341320075E1,-1.454672137E-2,-2.908053319E-3,1.810356438E-2,2.340519003E-2
1.342321075E1,-1.069002584E-2,-1.340880753E-2,1.989924431E-2,2.626885410E-2
1.343321975E1,-4.514489025E-3,-6.654862314E-4,9.122241139E-3,1.019993953E-2
1.344322975E1,-8.131640581E-3,4.281614525E-3,1.675402701E-2,1.910898277E-2
1.345323975E1,-1.608690538E-2,-2.030573543E-3,1.989515126E-2,2.566571248E-2
1.346324975E1,-1.201608298E-2,-5.392777361E-4,1.450460315E-2,1.884305132E-2
1.347325975E1,-4.299348034E-3,-4.967821827E-3,1.555125475E-2,1.688209618E-2
1.348326975E1,-8.670214824E-3,-4.228345477E-3,2.453257799E-2,2.636093537E-2
1.349327975E1,-1.535385640E-2,-5.817614123E-3,1.136289418E-2,1.996749620E-2
1.350328975E1,-8.891239576E-3,-1.238993020E-3,1.600324452E-2,1.834919835E-2
1.351329975E1,-1.407571902E-2,-8.543083565E-3,1.315974355E-2,2.107816389E-2
1.352330875E1,-1.417305688E-2,-2.372516887E-3,1.615410268E-2,2.162080968E-2
1.353331875E1,-1.378242633E-2,1.342401942E-3,2.363912344E-2,2.739645005E-2
1.354332875E1,-1.364457822E-2,-4.822673835E-3,2.124585807E-2,2.570640354E-2
1.355333875E1,-8.695175126E-3,-1.796241808E-3,2.184519768E-2,2.358061103E-2
1.356334875E1,-1.168300183E-2,-1.394876135E-2,1.211601555E-2,2.185997044E-2
1.357335875E1,-1.283408104E-2,-2.050015535E-3,1.421165764E-2,1.925843745E-2
1.358336875E1,-4.675753405E-3,-2.822336792E-3,2.588679314E-2,2.645664971E-2
1.359337875E1,-3.444877965E-3,-4.044857109E-3,2.573944330E-2,2.628206603E-2
1.360338875E1,-1.354998124E-2,2.779414575E-3,2.140197873E-2,2.548277517E-2
1.361339775E1,-1.183694805E-2,-5.891380403E-3,2.035766602E-2,2.427460129E-2
1.362340775E1,-8.642020281E-3,-5.251060040E-3,1.047879517E-2,1.456239315E-2
1.363341775E1,-1.394358108E-2,2.587013771E-3,8.381983638E-3,1.647342536E-2
1.364342775E1,-8.339006603E-3,2.925133584E-3,1.751065671E-2,1.961424320E-2
1.365343775E1,-4.111944772E-3,-4.775804747E-3,2.065528929E-2,2.159530913E-2
1.366344775E1,-1.191901007E-2,-2.056027204E-3,1.421808958E-2,1.866665798E-2
1.367345775E1,-1.069548933E-2,-2.227039989E-3,5.986964107E-3,1.245780632E-2
1.368346775E1,-1.068374922E-2,-3.422836703E-3,1.257326782E-2,1.685067868E-2
1.369347775E1,-8.877690481E-3,-5.426435396E-3,2.155400634E-2,2.393396705E-2
1.370348775E1,-4.328182116E-3,5.488689970E-3,1.586700439E-2,1.733841707E-2
1.371349675E1,-8.125729412E-3,-2.560381531E-3,1.302174926E-2,1.556113703E-2
1.372350675E1,-7.344331266E-3,-8.628937136E-4,1.122373044E-2,1.344083005E-2
1.373351675E1,-1.426396281E-2,-6.467943275E-3,1.421633542E-2,2.115181122E-2
1.374352675E1,-8.298816131E-3,-7.353088385E-3,1.736155272E-2,2.060004298E-2
1.375353675E1,-1.084191640E-2,-4.566885559E-3,1.916132569E-2,2.248466138E-2
1.376354675E1,-1.005775910E-2,-3.862757455E-3,1.930867553E-2,2.211118187E-2
1.377355675E1,-4.925822373E-3,-1.796218967E-3,2.095700562E-2,2.160292140E-2
1.378356675E1,-8.982967772E-4,-1.779517857E-3,2.125521362E-2,2.134848301E-2
1.379357675E1,-4.138275515E-4,-1.260495242E-3,1.466832519E-2,1.472819966E-2
1.380358575E1,-9.111908013E-3,4.135351907E-4,2.319999754E-2,2.492865349E-2
1.381359575E1,-7.038850794E-3,-1.668260875E-3,1.377136230E-2,1.555567210E-2
1.382360575E1,-6.720031360E-3,-5.703913188E-3,1.706276000E-2,1.920497919E-2
1.383361575E1,-5.832031164E-3,-6.005419381E-3,1.676279783E-2,1.873683646E-2
1.384362575E1,-7.737419475E-3,-5.126669663E-3,1.406723142E-2,1.685340920E-2
1.385363575E1,-1.582051903E-2,-7.018577401E-3,1.676396728E-2,2.409522463E-2
1.386364575E1,-7.835268974E-3,-5.591843077E-3,8.081436753E-3,1.256860250E-2
1.387365575E1,-3.856147360E-3,5.332459677E-3,1.766151488E-2,1.884765520E-2
1.388366575E1,-1.058409073E-2,2.329105879E-3,1.227330565E-2,1.637320196E-2
1.389367475E1,-6.502606301E-3,-1.243470708E-2,2.514770508E-2,2.879779331E-2
1.390368475E1,-8.386286823E-3,-3.793047681E-3,2.470039308E-2,2.635956061E-2
1.391369475E1,-1.300998174E-2,1.525177681E-3,1.018117189E-2,1.659042052E-2
1.392370475E1,-9.264474660E-3,2.001017695E-3,1.392397463E-2,1.684374163E-2
1.393371475E1,-1.466298047E-2,-6.546094967E-4,1.287498415E-2,1.952425995E-2
1.394372475E1,-9.045670023E-3,2.117116903E-3,1.975949585E-2,2.183446831E-2
1.395373475E1,-1.015467670E-2,-3.570017517E-3,1.916191041E-2,2.197820044E-2
1.396374475E1,-4.747939110E-3,-2.399213081E-3,1.122840822E-2,1.242482597E-2
1.397375475E1,-5.638771551E-3,-6.706034588E-3,1.033027589E-2,1.354552489E-2
1.398376375E1,-6.981758215E-3,4.590155650E-3,2.035942018E-2,2.200728213E-2
1.399377375E1,-1.049000538E-2,-6.399503443E-5,1.766502321E-2,2.054500799E-2
1.400378375E1,-1.169033825E-2,4.924927019E-3,2.155576050E-2,2.501139191E-2
1.401379375E1,-6.297149761E-3,-7.383343158E-4,2.111078739E-2,2.204233601E-2
1.402380375E1,-5.997808864E-3,1.216143197E-3,5.545499325E-3,8.258648692E-3
1.403381375E1,-6.443001246E-3,1.725951880E-3,1.707094610E-2,1.832780335E-2
1.404382375E1,-1.109173869E-2,2.806101632E-3,2.455538213E-2,2.708999197E-2
1.405383375E1,-1.099285679E-2,-6.938123368E-3,9.437990785E-3,1.606412544E-2
1.406384375E1,-6.897028405E-3,-1.665848899E-2,1.303110480E-2,2.224598725E-2
1.407385275E1,2.378044333E-3,-5.354779596E-3,8.545120955E-3,1.036088083E-2
1.408386275E1,-7.239949331E-3,-3.720724932E-3,1.438239634E-2,1.652616062E-2
1.409387275E1,-7.374718515E-3,5.075163916E-3,1.348367929E-2,1.618497356E-2
1.410388275E1,-4.655598784E-3,3.814481380E-3,1.303461313E-2,1.435708911E-2
1.411389275E1,-5.799981114E-3,-9.601438735E-3,6.446555257E-3,1.293775411E-2
1.412390275E1,-6.895329058E-3,-1.018196218E-2,1.153831065E-2,1.686269638E-2
1.413391275E1,-1.082820285E-2,2.032620069E-3,9.889395833E-3,1.480478542E-2
1.414392275E1,-1.466009340E-2,6.114255250E-3,2.710359871E-2,3.141508426E-2
1.415393275E1,-2.453637868E-3,-1.840150743E-3,3.084932506E-2,3.100140884E-2
1.416394275E1,-1.004350651E-2,-2.450504126E-3,2.112072766E-2,2.351514683E-2
1.417395175E1,-6.461977288E-3,2.284525428E-5,1.139329970E-2,1.309828044E-2
1.418396175E1,-3.447746756E-3,-1.032464795E-2,1.798194230E-2,2.101988491E-2
1.419397175E1,-4.773411043E-3,-5.183378519E-3,8.853269219E-3,1.131517749E-2
1.420398175E1,-5.743875252E-3,-3.945107264E-3,1.439233661E-2,1.599047614E-2
1.421399175E1,-4.381647594E-3,9.915552987E-4,1.529105365E-2,1.593732535E-2
1.422400175E1,-3.996124221E-3,4.734801147E-3,1.634062886E-2,1.747579762E-2
1.423401175E1,-4.479186460E-3,-5.005636867E-3,1.185172141E-2,1.362287826E-2
1.424402175E1,-7.308590161E-3,-9.017621661E-3,1.649090230E-2,2.016637918E-2
1.425403175E1,-7.010309072E-3,3.391298284E-3,1.544366598E-2,1.729601562E-2
1.426404075E1,-7.177237943E-3,3.379914486E-3,2.322689474E-2,2.454435180E-2
1.427405075E1,-2.870526072E-3,-3.152078642E-3,5.115728974E-3,6.659294454E-3
1.428406075E1,3.369969651E-3,-7.827516845E-3,1.349712789E-2,1.596243016E-2
1.429407075E1,4.695588257E-4,9.288439108E-4,1.858771384E-2,1.861682954E-2
1.430408075E1,-2.977941250E-3,-1.937383544E-3,2.277899802E-2,2.305437789E-2
1.431409075E1,-1.104234799E-2,-2.454186045E-3,2.232817769E-2,2.503006187E-2
1.432410075E1,-9.994042721E-3,1.891140291E-3,1.050276875E-2,1.462071999E-2
1.433411075E1,2.694305610E-3,-4.230679795E-3,1.349595845E-2,1.439787584E-2
1.434412075E1,-3.567404542E-3,-4.315793328E-4,1.394502461E-2,1.440056760E-2
1.435412975E1,-6.531148022E-3,-4.193440340E-3,1.020456076E-2,1.282083837E-2
1.436413975E1,-1.346019907E-3,-9.178621089E-3,1.589448631E-2,1.840362871E-2
1.437414975E1,-7.632544180E-3,-4.912985908E-3,1.110561669E-2,1.434321733E-2
1.438415975E1,-8.818131108E-3,1.169114225E-3,1.335153222E-2,1.604336863E-2
1.439416975E1,-1.329795711E-2,-5.601979773E-3,1.215577662E-2,1.886745202E-2
1.440417975E1,-6.553650666E-3,-3.633546601E-3,1.440110743E-2,1.623406582E-2
1.441418975E1,-5.923960358E-3,-4.591745362E-3,1.934083521E-2,2.074235615E-2
1.442419975E1,-4.784657797E-3,-1.656598421E-3,2.502842188E-2,2.553544929E-2
1.443420975E1,4.007745562E-3,-1.486681988E-3,1.275336206E-2,1.345066882E-2
1.444421975E1,-8.025111621E-3,-3.916793950E-3,2.263515651E-2,2.433298177E-2
1.445422875E1,-9.949896242E-3,-7.852810621E-3,2.682644069E-2,2.967027115E-2
1.446423875E1,-1.057259730E-2,-8.531252090E-3,1.784511745E-2,2.242789096E-2
1.447424875E1,-1.184367235E-2,-1.328702099E-3,1.305624783E-2,1.767777224E-2
1.448425875E1,-7.300595921E-3,-3.676002868E-3,1.769893706E-2,1.949523200E-2
1.449426875E1,-8.637269419E-3,-2.040084405E-3,2.473430693E-2,2.627832390E-2
1.450427875E1,-1.662189821E-3,-1.861346900E-3,1.619912624E-2,1.639021593E-2
1.451428875E1,-4.615773764E-3,9.729218669E-4,1.949286282E-2,2.005551409E-2
1.452429875E1,-3.083721036E-3,-2.090343051E-3,1.455605865E-2,1.502523586E-2
1.453430875E1,-4.810659634E-3,2.054962828E-3,1.635290802E-2,1.716924340E-2
1.454431775E1,-3.003440592E-3,-1.590917744E-3,9.766019583E-3,1.034054221E-2
1.455432775E1,-9.436337119E-3,-4.874759736E-3,1.321119905E-2,1.695121001E-2
1.456433775E1,-1.092130149E-2,-6.796785202E-3,2.204283357E-2,2.552170893E-2
1.457434775E1,-6.115410989E-3,4.023478227E-4,2.219252229E-2,2.302320961E-2
1.458435775E1,-5.052862270E-3,-2.616400598E-3,2.368940949E-2,2.436319132E-2
1.459436775E1,-3.749627536E-3,-2.619580021E-3,1.485660553E-2,1.554479443E-2
1.460437775E1,-4.234946435E-3,-5.283745062E-3,2.383734405E-2,2.478047022E-2
1.461438775E1,-6.008553123E-3,-7.206190797E-3,2.218959868E-2,2.409170368E-2
1.462439775E1,-7.045246186E-3,-1.731310305E-3,1.635173857E-2,1.788888715E-2
1.463440775E1,-1.645351667E-4,2.009112434E-3,2.473196805E-2,2.481398493E-2
1.464441675E1,-6.162545029E-3,1.750085349E-3,2.054243803E-2,2.151816721E-2
1.465442675E1,-1.211949647E-2,-1.946953791E-3,1.754866362E-2,2.141561156E-2
1.466443675E1,-9.363859054E-4,-7.798719308E-3,1.844504178E-2,2.004785294E-2
1.467444675E1,-6.726399343E-4,-6.090555754E-3,9.466057420E-3,1.127623860E-2
1.468445675E1,-8.423288735E-3,-1.482264600E-3,2.189080596E-2,2.350226132E-2
1.469446675E1,-2.493234482E-3,-1.958607109E-3,1.949403226E-2,1.975018111E-2
1.470447675E1,-6.670412254E-3,2.080590078E-3,2.443434477E-2,2.541378482E-2
1.471448675E1,-1.116650082E-2,-5.957764573E-5,2.248722196E-2,2.510715917E-2
1.472449675E1,-6.300192140E-3,-6.532216966E-3,1.410406888E-2,1.677161406E-2
1.473450575E1,-5.568139013E-3,-6.107645156E-3,1.455488920E-2,1.673775078E-2
1.474451575E1,-5.525399521E-3,5.452355007E-3,1.575298369E-2,1.756173995E-2
1.475452575E1,-2.243594918E-3,-3.762742658E-3,1.530274808E-2,1.591747623E-2
1.476453575E1,-5.619494012E-3,-1.466179732E-2,1.934492826E-2,2.491532185E-2
1.477454575E1,1.265437966E-3,1.017808383E-3,2.159142852E-2,2.165241448E-2
1.478455575E1,-8.434151765E-3,3.322104709E-3,1.305800200E-2,1.589599672E-2
1.479456575E1,-1.131057073E-2,-2.624783129E-3,6.471113563E-3,1.329262230E-2
1.480457575E1,-1.484055310E-2,1.682125172E-4,2.248605251E-2,2.694239910E-2
1.481458575E1,-7.140108123E-3,-9.186830032E-3,1.230546534E-2,1.693527287E-2
1.482459475E1,-4.067816567E-3,-5.040692752E-3,2.098858058E-2,2.196534156E-2
1.483460475E1,-8.266711263E-3,-7.435803646E-3,1.425492704E-2,1.807851310E-2
1.484461475E1,-1.039221070E-2,2.619009004E-3,1.500278592E-2,1.843748456E-2
1.485462475E1,-1.010630926E-2,6.325408258E-4,1.605060697E-2,1.897787076E-2
1.486463475E1,-2.603609813E-3,-4.797147084E-3,1.260601223E-2,1.373691918E-2
1.487464475E1,-7.829960799E-3,-5.473126327E-3,6.617293954E-3,1.162118656E-2
1.488465475E1,-2.846049992E-3,-1.606198163E-3,1.410523832E-2,1.447886809E-2
1.489466475E1,-1.784981349E-3,-4.340479542E-3,1.066181302E-2,1.164904193E-2
1.490467475E1,-6.682188911E-3,-6.142344726E-3,1.605060697E-2,1.843914400E-2
1.491468475E1,-8.102020780E-3,-2.032953543E-3,1.694932401E-2,1.889590499E-2
1.492469375E1,-1.093480490E-2,-6.533432091E-3,9.467226863E-3,1.587085623E-2
1.493470375E1,-3.995713089E-3,1.408041506E-3,1.530859530E-2,1.588399805E-2
1.494471375E1,-1.012206933E-2,7.825493161E-4,1.950046420E-2,2.198492154E-2
1.495472375E1,-3.490614155E-3,-7.465053429E-3,1.395964265E-2,1.621058397E-2
1.496473375E1,-5.725337751E-3,-1.614270061E-3,1.665111601E-2,1.768177097E-2
1.497474375E1,-3.864863366E-3,-3.875032039E-3,1.695166290E-2,1.781325117E-2
1.498475375E1,-3.988568522E-3,-9.759066878E-3,2.189197540E-2,2.429828496E-2
1.499476375E1,-4.760172581E-3,-9.322786932E-3,1.889995515E-2,2.160513606E-2
1.500477375E1,-1.688886015E-3,-7.471599570E-4,1.875202060E-2,1.884274026E-2
1.501478375E1,-5.125459107E-3,4.466646924E-3,1.396373570E-2,1.553084610E-2
1.502479275E1,7.716314681E-4,1.572094277E-2,1.875202060E-2,2.448227386E-2
1.503480275E1,1.201794678E-3,2.685840852E-3,1.935077548E-2,1.957321035E-2
1.504481275E1,-4.730762914E-3,-1.037110590E-2,2.055120885E-2,2.350089659E-2
1.505482275E1,-3.741523661E-3,-5.720536639E-3,6.930704713E-3,9.734382700E-3
1.506483275E1,-1.017565358E-2,-3.411941696E-3,1.381638587E-2,1.749507903E-2
1.507484275E1,-5.575649031E-3,5.110471048E-3,1.561206579E-2,1.734766194E-2
1.508485275E1,-8.975256756E-3,5.702423975E-3,1.546179235E-2,1.876539090E-2
1.509486275E1,-1.022109741E-2,-8.859536704E-4,1.037471473E-2,1.459076598E-2
1.510487275E1,-6.836674176E-3,-4.060471002E-3,1.890931070E-2,2.051315601E-2
1.511488275E1,4.016488977E-4,-1.749856942E-3,2.430102825E-2,2.436725867E-2
1.512489175E1,-4.653652757E-3,7.367674448E-3,1.756795943E-2,1.961051527E-2
1.513490175E1,-3.869897453E-3,4.714619117E-3,2.176158249E-2,2.260022594E-2
1.514491175E1,-2.040413311E-3,-8.181245984E-3,1.098750293E-2,1.384995643E-2
1.515492175E1,-2.549915928E-3,6.792637333E-4,1.697622120E-2,1.718009187E-2
1.516493175E1,-3.930306500E-3,1.191909229E-3,1.532847583E-2,1.586915650E-2
1.517494175E1,-2.377688019E-3,4.117874214E-3,1.727559865E-2,1.791805226E-2
1.518495175E1,3.585348185E-4,-4.252958600E-3,1.907244802E-2,1.954416735E-2
1.519496175E1,-4.058926972E-3,-2.653352260E-3,1.577871144E-2,1.650705610E-2
1.520497175E1,-2.763631660E-3,-1.696026013E-3,1.233470142E-2,1.275378467E-2
1.521498175E1,-6.598856952E-4,-3.150128047E-3,1.428065479E-2,1.463884753E-2
1.522499075E1,-1.710913572E-3,4.401756534E-3,2.206271410E-2,2.256249187E-2
1.523500075E1,-1.089214764E-2,-6.799069270E-3,1.877073169E-2,2.274217648E-2
1.524501075E1,-5.320454612E-3,-2.878492903E-3,1.682770193E-2,1.788196049E-2
1.525502075E1,-4.611845165E-3,-1.113067749E-3,1.024256766E-2,1.128796828E-2
1.526503075E1,-2.122228649E-3,-3.312388281E-3,1.952034473E-2,1.991280063E-2
1.527504075E1,-7.534073414E-3,-3.288825830E-3,1.383158863E-2,1.609010508E-2
1.528505075E1,-5.225190679E-3,-4.599269084E-3,1.936831713E-2,2.058124394E-2
